,model,explore,view,view_file_missing,is_orphan
363,Risk_Ops,ato_detection_effectiveness,ato_detection_effectiveness,False,False
364,Risk_Ops,ato_loss_bps_okr,ato_loss_bps_okr,False,False
365,Risk_Ops,risk_ato_cases,risk_ato_cases,False,False
366,Risk_Ops,risk_ato_cases,ato_merchant_summary,True,False
367,Risk_Ops,fraud_okr_2021_seller_freeze_time,fraud_okr_2021_seller_freeze_time,False,False
368,Risk_Ops,2fa_merchants,2fa_merchants,False,False
369,Risk_Ops,ato_bank_link_first_it,ato_bank_link_first_it,False,False
370,Risk_Ops,ato_caseload_with_sc,ato_caseload_with_sc,False,False
371,Risk_Ops,ato_caseload_with_sc,ato_internal_suspicions,False,False
372,Risk_Ops,ato_service_cloud_caseload,ato_service_cloud_caseload,False,False
373,Risk_Ops,ato_service_cloud_caseload,ato_internal_suspicions,False,False
374,Risk_Ops,last_pwd_action_reset,last_pwd_action_reset,False,False
375,Risk_Ops,sq_card_disputes_2021h2_metric,sq_card_disputes_2021h2_metric,False,False
